OBJECTID	ADDRESS	CROSSST	SITEDETAIL	SPACELENG	STSIDE	CURBQUAL	POSTID	LASTFIELDC	MTAB_DATE	MTAB_MOTION	GLOBALID	MTAB_RESO_TEXT	shape	Neighborhoods	SF Find Neighborhoods	Current Police Districts	Current Supervisor Districts	Analysis Neighborhoods
342				0									POINT (-122.47019 37.769165)	9	9	8	11	12
65	407 Mason St	Geary	5'-26' south of Derby	21	W								POINT (-122.409966 37.787334)	50	50	6	3	36
506				0									POINT (-122.40752 37.768314)	33	33	3	9	20
844	2302 Polk St	Green	0' to 21' north of Green	21	E	good		19960605000000					POINT (-122.42209 37.797962)	105	105	4	3	32
80	150 Otis St	Mission	From the north property line 44' north	44									POINT (-122.42035 37.77111)	32	32	1	10	20
728	Golden Gate Avenue & Laguna Street	Laguna Street	from 15 feet to 37 east of Laguna Street (enacted 6/7/2016)	22	S								POINT (-122.42681 37.780148)	97	97	4	11	39
489				0									POINT (-122.38929 37.783054)	31	31	1	10	8
97	1729 Haight St	Shrader	0' to 26' east of Shrader	26	S			19930706000000					POINT (-122.45166 37.769337)	25	25	7	11	3
702	Eddy Street & Polk Street	Polk Street	from 3 feet to 24 feet west of Polk Street (3/1/2016)	21	N								POINT (-122.4194 37.783134)	20	20	4	10	36
257	700 Parker Av	McAllister	9' north from nrth side of Xwalk at McAllister 90d	9	E								POINT (-122.452835 37.775654)	12	12	7	4	18
62	102 Leavenworth St	Golden Gate	5' to 27' north of Golden Gate	22	E	good		19960213000000					POINT (-122.41381 37.78204)	20	20	5	10	36
395				0									POINT (-122.41327 37.76612)	53	53	3	2	20
330				0									POINT (-122.46354 37.773552)	9	9	8	4	12
283				0									POINT (-122.398346 37.786964)	32	32	1	10	8
646				0									POINT (-122.4006 37.781456)	32	32	1	10	34
55	1800 Chestnut	Buchanan	11' to 29' west of Buchanan	18	N	good		19960318000000					POINT (-122.432884 37.8013)	17	17	4	6	13
183	199 Beverly St	Garfield	8' to 30' south of Garfield	22	W	good							POINT (-122.471695 37.71951)	64	64	10	1	24
723	32 Ocean Av	Persia	4' to 22' east of Persia	18	N	REMOVED							POINT (-122.43625 37.72388)	94	94	9	1	28
4	1801 30th Ave	Noriega	From Noriega St to 20' south	20	S			19940628000000					POINT (-122.48832 37.753532)	39	39	10	7	35
337				0									POINT (-122.46859 37.76914)	9	9	8	4	12
679	111 Potrero Ave	Alameda	0-26' north of south property line	26	E			19940501000000					POINT (-122.40763 37.7682)	33	33	3	9	20
9	2 Franklin St	Page	15' to 33' north of Page	18	E	good		19950701000000					POINT (-122.4207 37.774452)	21	21	4	11	9
562				0									POINT (-122.41044 37.778946)	32	32	1	10	34
589	305 San Fernando Way	Darien	12' to 30' south of Darien	18	W	good		19960925000000					POINT (-122.46966 37.73178)	63	63	10	8	41
347				0									POINT (-122.46594 37.772697)	9	9	8	4	12
765	PARKER AVE	Turk	SW corner of intersection	0	W		609-06010	20110324000000					POINT (-122.45344 37.777645)	12	12	7	4	18
802	19 Waller	Octavia	Waller Street, south side, from approx. 41 feet to 63 feet west of Octavia Street	22	south								POINT (-122.423904 37.771896)	27	27	7	5	9
