permit_number	streetname	Cross Street 1	Cross Street 2	Permit Type	Agent	AgentPhone	Permit Purpose	Approved Date	Status	cnn	permit_zipcode	permit_start_date	permit_end_date	permit_address	24/7 Contact	Inspector	CurbRampWork	X	Y	Latitude	Longitude	Location
21MSE-00409	EUGENIA AVE	COLERIDGE ST	PROSPECT AVE	MinorEnc	Architect SF	(415) 519-4954	Existing staircase to access subject property, and bin storage underneath staircase recommended by PIO Bejamin Ibarra encroaching three feet and eight inches (3'-8in) into the Eugenia Ave public right-of-way.	11/15/2021	ACTIVE	5301000	94110	08/05/2021	08/06/2021	116 EUGENIA AVE	Refer to Agent	O'Brian Buchanan		6006366.87844	2098154.27087	37.74149216752637	-122.42057868773492	(37.74149216752637, -122.42057868773492)
22EXC-02847	FRANCISCO ST	POWELL ST	MASON ST	Excavation	R & S Construction Management Inc	(415) 746-9564	#1000015027 PW Various Locations Pavement Renovation and Sewer Replacement No. 51	06/16/2022	APPROVED	5761000	94133	06/20/2022	09/30/2022		415-746-9564			6009145.16506	2121150.30455	37.80479007602355	-122.41259751858283	(37.80479007602355, -122.41259751858283)
22TOC-03372	VIDAL DR	GARCES DR	ARBALLO DR	TempOccup	Rockridge Geotechnical	510-420-5738		06/08/2022	APPROVED	13295000	94132	06/30/2022	07/01/2022		916-719-9039			5987839.899	2089148.459	37.71570299389147	-122.48397760933818	(37.71570299389147, -122.48397760933818)
22EXC-02926	HEAD ST	SHIELDS ST	GARFIELD ST	Excavation	San Francisco Water Department	415-550-4910	638 Head St.	06/13/2022	APPROVED	6857000	94132	06/17/2022	07/31/2022	638 HEAD ST	415-550-4900	Anthony Alonzo		5993551.21739	2090101.80502	37.71865148667483	-122.46430600996709	(37.71865148667483, -122.46430600996709)
20TC-00251	03RD ST	BAY VIEW ST \ REVERE AVE	SHAFTER AVE	TableChair	Word A Cafe	(415) 420-7503	Shared Spaces Program. Occupancy of sidewalk fronting neighboring property at 5116 3rd Street. Written permission from neighboring property owner/tenant required.	06/17/2020	APPROVED	215201	94124	06/17/2020	06/30/2022	5114 03RD ST	Refer to Agent			6014596.59197	2094572.83807	37.73211865854981	-122.39187256174262	(37.73211865854981, -122.39187256174262)
22EXC-02410	HOWARD ST	05TH ST	MARY ST	Excavation	Phase 3 Communications, Inc.	4084382188	ZAYO-LUMEN Manhole Resurfacing - Howard st and 5th st SF	05/12/2022	ACTIVE	7041000	94103	05/30/2022	06/27/2022		Juan Tamayo 408-529-9742	Rich Rozzi		6011070.54714	2112515.52988	37.781188928168184	-122.40532604487352	(37.781188928168184, -122.40532604487352)
19IE-00743	POWELL ST	ELLIS ST	OFARRELL ST	StrtImprov	NCM Concrete	(650) 520-5329	Proposed Street Improvement for Hotel Union Square storefront on Powell & Ellis St. Install level landings for store entrance and reconstruct sidewalk and curb/gutter. Saw-cut minimum 2’ for AC conform and replace with 2” ACWS over 8” concrete base. All work shall be done per city standards and as directed by City inspector.All work shall be performed per revised plan, dated 10/27/2021, prepared by Lea & Braze Engineering, Inc.	01/10/2022	ACTIVE	10676000	94102		05/04/2023	114 POWELL ST	(415)582-7728	Mario Novoa		6010404.69279	2114190.93856	37.78575195382514	-122.40774775274687	(37.78575195382514, -122.40774775274687)
22EXC-02850	11TH AVE	LINCOLN WAY	IRVING ST	Excavation	San Francisco Water Department	415-550-4910	1260-1262 11th Ave./Irving St.	06/07/2022	ACTIVE	500000	94122	06/13/2022	07/27/2022	1260 11TH AVE	415-550-4900	Alejandro DelCalvo		5992736.57794	2106871.51426	37.764649871504076	-122.4683412121353	(37.764649871504076, -122.4683412121353)
20TC-00502	IRVING ST	07TH AVE	08TH AVE	TableChair	The Crepevine	(650) 921-3125	Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	12/02/2020	APPROVED	7284000	94122	06/25/2020	06/30/2022	624 IRVING ST	(650) 921-3125			5993794.22699	2106709.34776	37.7642656363422	-122.4646713374677	(37.7642656363422, -122.4646713374677)
22EXC-01516	FLOOD AVE	CIRCULAR AVE	CONGO ST	Excavation	Pavement Coatings Co	916-642-1751	AS-NEEDED PAVEMENT PRESERVATION CONTRACT 4B (GENERAL AS-NEEDED CONTRACT G18) CSO 3	03/22/2022	APPROVED	5605000	94131	04/18/2022	07/15/2022		CABO MONTEJANO 916-500-3159	Eric Lee		6000278.23993	2094063.60168	37.729915127658394	-122.44133760263514	(37.729915127658394, -122.44133760263514)
22EXC-01664	SILVER AVE	BOWDOIN ST	HAMILTON ST	Excavation	Pacific Gas & Electric	707-483-1835	1248 Silver Ave SWMB	05/13/2022	APPROVED	11916000	94134	06/06/2022	07/04/2022	1248 SILVER AVE	415-695-3500			6008914.97439	2094080.39385	37.730449458121846	-122.4114804634723	(37.730449458121846, -122.4114804634723)
22EXC-03100	MANGELS AVE	HAZELWOOD AVE	VALDEZ AVE	Excavation	Pacific Bell Telephone Company	916 747-2400	A029SP9, 301 HAZELWOOD AVE	06/22/2022	APPROVED	8658000	94127	07/05/2022	08/02/2022		IVAN COLLINS - (510) 206-7034	Jonjo Diase		5996155.603	2095206.371	37.7328171968711	-122.45567252958931	(37.7328171968711, -122.45567252958931)
22EXC-00041	KEARNY ST	JACKSON ST	COLUMBUS AVE	Excavation	R & S Construction Management Inc	(415) 746-9564	John Yehall Chin Safe Routes To School Contract No. 1000011945	02/18/2022	APPROVED	7761000	94133	02/25/2022	02/08/2023		415-297-1280	Ricardo Trejo		6011216.36916	2118110.66551	37.79655999225738	-122.40521568657464	(37.79655999225738, -122.40521568657464)
21IE-00584	CALIFORNIA ST	LEIDESDORFF ST		StrtImprov	SKYLINE CAPITAL BUILDERS LLC	(925) 658-3970	Remove and reconstruct sidewalk, curb, and gutter per the approved plans and as directed by the Public Works inspector.Associated Permits: 20SW-00012 & 22MSE-00059	02/18/2022	ACTIVE	24688000	94104		08/18/2023	465 CALIFORNIA ST	Refer to Agent	Mario Novoa	true	6012062.20465	2116716.82528	37.79278009120104	-122.40219084684884	(37.79278009120104, -122.40219084684884)
22TC-00032	CASTRO ST	18TH ST	19TH ST	TableChair	Oz Pizza	415-299-7866		03/11/2022	APPROVED	3791000	94114	02/16/2022	02/15/2023	508 CASTRO ST	415-299-7866			6002326.91041	2105238.10068	37.76071417243429	-122.43505401228526	(37.76071417243429, -122.43505401228526)
21IE-00584	CALIFORNIA ST	LEIDESDORFF ST	MONTGOMERY ST	StrtImprov	SKYLINE CAPITAL BUILDERS LLC	(925) 658-3970	Remove and reconstruct sidewalk, curb, and gutter per the approved plans and as directed by the Public Works inspector.Associated Permits: 20SW-00012 & 22MSE-00059	02/18/2022	ACTIVE	3529000	94104		08/18/2023	465 CALIFORNIA ST	Refer to Agent	Mario Novoa		6012062.20465	2116716.82528	37.79278009120104	-122.40219084684884	(37.79278009120104, -122.40219084684884)
22E-00326	FONT BLVD	HOLLOWAY AVE \ TAPIA DR		ExcStreet	A & B Construction, Inc.	510-399-3164	located off of the Font Blvd on the font/tapia intersection; to remove existing asphalt ramp and pipe drain; grade 10'x22' asphalt area to achieve drainage in that area. Please see attached image.	05/31/2022	APPROVED	33484000	94132	06/02/2022	06/30/2022	620 FONT BLVD	5109996000			5988648.38271	2091224.73158	37.72145093883656	-122.48133511022586	(37.72145093883656, -122.48133511022586)
18IE-1046	JESSIE ST	END: 500-599 BLOCK		StrtImprov	Berkeley Cement Inc.	4158850362	Remove and replace sidewalk concrete, curb, and gutter, as well as install one (1) new ADA curb ramps per the approved plan dated 6/7/22 and as directed by the Public Works inspector. Note: Sidewalk constructed at the end of the Jessie St alley is within the property bounds.  Curb ramp along Mission Street frontage will be constructed in front of 1036 Mission Street under Permit No. 22IE-00188.	06/07/2022	APPROVED	50024000	94103		02/03/2023	1064 MISSION ST	415-355-7111	Eric Walker		6009654.8447	2112066.66846	37.78047859829088	-122.41037971056667	(37.78047859829088, -122.41037971056667)
22E-00386	HARPER ST	RANDALL ST	LAIDLEY ST	ExcStreet	Atlas Plumbing and Rooter	6508719863	Trenching in the sidewalk to replace sewer.	06/07/2022	ACTIVE	6698000	94131	07/12/2022	07/19/2022	76 HARPER ST	650-871-9863	O'Brian Buchanan		6003587.81084	2097863.80032	37.74053758918274	-122.43016702912756	(37.74053758918274, -122.43016702912756)
22EXC-02900	KEARNY ST	GREEN ST	UNION ST	Excavation	San Francisco Water Department	415-550-4910	N/E Corner Kearny/Union	06/10/2022	ACTIVE	7769000	94133	06/16/2022	07/15/2022		415-550-4900	Alejandro DelCalvo		6011038.54874	2119501.03588	37.80036766849535	-122.40592898090492	(37.80036766849535, -122.40592898090492)
20TC-01236	CORNWALL ST	04TH AVE	05TH AVE	TableChair	Polish nail and beauty spa	(415) 680-5805	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	03/11/2021	APPROVED	4407000	94118	09/03/2020	06/30/2022	301 CORNWALL ST	(415) 680-5805	Candice Mohamed		5994595.04936	2114189.57416	37.784850488832845	-122.46244414192658	(37.784850488832845, -122.46244414192658)
21EXC-05454	PAUL AVE	EXETER ST	CRANE ST	Excavation	Pacific Gas & Electric	510-332-6331	Martin Bypass - Phase 12	01/28/2022	ACTIVE	10309000	94124	01/31/2022	11/05/2022		Refer to Contractor	Jonjo Diase		6012532.75431	2091344.40826	37.7231392616869	-122.39878126053443	(37.7231392616869, -122.39878126053443)
21EXC-05019	ANSON PL	START: 1-99 BLOCK	POWELL ST	Excavation	R & S Construction Management Inc	(415) 746-9564	#1000015027 PW Various Locations Pavement Renovation and Sewer Replacement No. 51	11/19/2021	ACTIVE	2301000	94108	11/29/2021	12/31/2022		415-746-9564			6010237.87022	2115701.21686	37.7898894765413	-122.40843148293308	(37.7898894765413, -122.40843148293308)
21D-00114	CALIFORNIA ST	LOCUST ST	SPRUCE ST	Display	STANDARD 5 & 10 ACE	925-625-5814	Permitted display of TWO (2) DISPLAYS OF RETAIL MERCHANDISE in the public right-of-way on 3545 CALIFORNIA ST between the hours of 8:00 AM and 7:00 PM Monday, Tuesday, Wednesday, Thursday, Friday, and 9:00 AM and 6:00 PM Saturday, Sunday.	12/14/2021	APPROVED	3569000	94118	01/16/2022	01/15/2023	3545 CALIFORNIA ST	Refer to Agent			5997514.16583	2114673.06132	37.78634568248259	-122.45237990112118	(37.78634568248259, -122.45237990112118)
22TOC-03436	22ND ST	MISSISSIPPI ST	TEXAS ST	TempOccup	SUBTRONIC CORPORATION	(707)980-8112		06/16/2022	APPROVED	1165000	94107	06/27/2022	06/29/2022	1395 22ND ST	925-228-8771			6013948.77338	2103633.46989	37.7569612644217	-122.39474652722195	(37.7569612644217, -122.39474652722195)
22EXC-02736	MONTGOMERY ST	UNION ST	SCHOOL ALY	Excavation	San Francisco Water Department	415-550-4910	1303 Montgomery St./Union St	06/08/2022	ACTIVE	9315101	94133	06/11/2022	07/25/2022	1303 MONTGOMERY ST	415-550-4900	Alejandro DelCalvo		6011421.07276	2119791.22304	37.80118583780468	-122.40462572798809	(37.80118583780468, -122.40462572798809)
22EXC-02647	KNOTT CT	WATT AVE	END: 2-99 BLOCK	Excavation	Pacific Gas & Electric	415-695-3500	75 Watt Ave	05/31/2022	APPROVED	7907000	94112	06/09/2022	07/07/2022		4156953500			6000163.08877	2086452.15111	37.70900925256752	-122.44118980391966	(37.70900925256752, -122.44118980391966)
19IE-00773	BRADY ST	MARKET ST		StrtImprov	A.R. Sanchez-Corea & Associates, Inc.	(415) 333-8080	Remove and reconstruct sidewalk and curb ramp(s) per approved plan, Additional paving and Pavement conforms to adjacent property as directed by City Inspector.   Field inspection is MANDATORY prior to excavation and pouring concrete, call 1-628-271-2000 or email dpw-bsminspects@sfdpw.org  to schedule to schedule. This permit is in conjunction with vault permit(s).New building (Building A)	02/18/2022	APPROVED	30752000	94103		09/15/2024	1629 MARKET ST	Refer to Agent			6006523.99656	2109848.53128	37.77361074941043	-122.42086548104521	(37.77361074941043, -122.42086548104521)
22EXC-01664	HAMILTON ST	SILVER AVE		Excavation	Pacific Gas & Electric	707-483-1835	1248 Silver Ave SWMB	05/13/2022	APPROVED	20923000	94134	06/06/2022	07/04/2022	1248 SILVER AVE	415-695-3500			6008914.97439	2094080.39385	37.730449458121846	-122.4114804634723	(37.730449458121846, -122.4114804634723)
22EXC-02924	35TH AVE	JUDAH ST	KIRKHAM ST	Excavation	San Francisco Water Department	415-550-4910	1423 35th Ave.	06/13/2022	APPROVED	1771000	94122	06/17/2022	07/31/2022	1423 35TH AVE	415-550-4900	Anthony Alonzo		5985217.34036	2105502.46549	37.76045367678939	-122.49424695926741	(37.76045367678939, -122.49424695926741)
21SW-00010	PINE ST	SANSOME ST	CENTURY PL	SpecSide	RAINBOW WATERPROOFING & RESTORATION CO	415.641.1578	Gaco U6404 Base Coat / Gaco U6402 Topcoat	09/02/2021	ACTIVE	10456000	94104			332 PINE ST	Refer to Agent	Mario Novoa		6012273.61433	2116483.70436	37.79215179458155	-122.40144296469573	(37.79215179458155, -122.40144296469573)
22D-00013	ASHBURY ST	PAGE ST	HAIGHT ST	Display	Haight and Ashbury	415-606-9097	Permitted display of RETAIL MERCHANDISE (FLOWERS) in the public right-of-way on ASHBURY ST at 1500 HAIGHT ST between the hours of 11:00 AM and 7:00 PM Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday.	02/01/2022	APPROVED	2512000	94117	02/16/2022	02/15/2023	1500 HAIGHT ST	Refer to Agent	Muhammad Yasir		5998947.48479854	2108705.37768214	37.77004197323562	-122.44699139936833	(37.77004197323562, -122.44699139936833)
22S-00072	GOLDEN GATE AVE	PIERCE ST	SCOTT ST	SideSewer	Smelly Mel's Plumbing, INC.	650-738-2030	Installing new sewer service to 1529 Golden Gate Ave.	06/09/2022	ACTIVE	6273000	94115	06/13/2022	06/30/2022	1529 GOLDEN GATE AVE	(650)738-2030	George Shami		6002012.54528	2111847.31009	37.77884357212083	-122.43661434588105	(37.77884357212083, -122.43661434588105)
20EXC-00244	PAUL AVE	SAN BRUNO AVE		Excavation	Michael O'Shaugnessy Construction Inc.	415-909-0742	Paul Ave, Woolsey St And Salinas Ave.	10/21/2021	APPROVED	20578000		10/25/2021	10/19/2022		415-799-7043	Christopher Logston		6011590.16006	2091647.88455	37.723919980783094	-122.4020609666499	(37.723919980783094, -122.4020609666499)
21MFF-00136	04TH ST	HOWARD ST	CLEMENTINA ST	FoodFac	Off the Grid Services, LLC	4153395888		12/17/2021	APPROVED	254000	94103	12/17/2021	11/15/2022		Refer to Agent			6011985.48737	2113104.04931	37.78285597705126	-122.40220217575832	(37.78285597705126, -122.40220217575832)
22E-00385	WASHINGTON ST	OCTAVIA ST	LAGUNA ST	ExcStreet	RV Stich Construction	(510)412-9076		06/08/2022	APPROVED	13436000	94109	06/20/2022	07/15/2022	2108 WASHINGTON ST	415-331-2000	Mario Novoa		6004557.88928	2116764.60799	37.79248955998858	-122.4281595229893	(37.79248955998858, -122.4281595229893)
20EXC-02290	24TH ST	NOE ST	CASTRO ST	Excavation	Cratus, Inc.	(415)939-2840	Pavement Renovation, Sewer Replacement and Water Main Replacement on Castro Street and 26th Street Contract No. WD-2739	07/23/2020	ACTIVE	1362000	94114	08/10/2020	08/10/2022		(800)850-1874			6002855.16774	2101824.21448	37.75137043718909	-122.43298310091471	(37.75137043718909, -122.43298310091471)
21MFF-00136	BERRY ST	03RD ST	04TH ST	FoodFac	Off the Grid Services, LLC	4153395888		12/17/2021	APPROVED	2953000	94107	12/17/2021	11/15/2022		Refer to Agent			6014818.83092	2110793.79644	37.77667028795394	-122.39223828515	(37.77667028795394, -122.39223828515)
20EXC-00244	KEITH ST	SALINAS AVE	JAMESTOWN AVE	Excavation	Michael O'Shaugnessy Construction Inc.	415-909-0742	Paul Ave, Woolsey St And Salinas Ave.	10/21/2021	APPROVED	7794000	94124	10/25/2021	10/19/2022		415-799-7043	Christopher Logston		6012981.74971	2090458.8841	37.7207327977759	-122.39716709762655	(37.7207327977759, -122.39716709762655)
22D-00002	MISSION ST	WHIPPLE AVE \ WHIPPLE ST	MORSE ST \ WHITTIER ST	Display	LA LOMA PRODUCE #3	(415) 585-9254	Produce	01/10/2022	APPROVED	9191000	94112	11/16/2020	11/15/2022	5652 MISSION ST	Refer to Agent	Leah Lintz		5998219.66311	2087127.52324	37.71075277735308	-122.44795513074901	(37.71075277735308, -122.44795513074901)
22EXC-02898	07TH AVE	LINCOLN WAY	HUGO ST	Excavation	San Francisco Water Department	415-550-4910	1266 7TH Ave./Hugo St	06/10/2022	ACTIVE	358000	94122	06/16/2022	07/15/2022	1266 07TH AVE	415-550-4900	Alejandro DelCalvo		5993976.05841	2106873.71603	37.76472742968131	-122.464054371798	(37.76472742968131, -122.464054371798)
22TOC-03564	FILLMORE ST	ELLIS ST	OFARRELL ST	TempOccup	Excellent Window Cleaning, Inc,	415.459.5141		06/16/2022	APPROVED	5545000	94115	06/23/2022	06/25/2022	1426 FILLMORE ST	415.459.5141			6003239.87157	2113308.53748	37.78292540639897	-122.43247293903744	(37.78292540639897, -122.43247293903744)
22SSP-00011	MARKET ST	SUTTER ST	02ND ST	StreetSpace	C3M Clark Cupertino A Joint Venture	925-366-1096		06/08/2022	APPROVED	8742203	94104	06/02/2022	12/02/2022		(925)-366-1096	O'Brian Buchanan		6012445.141	2115619.534	37.789788571017645	-122.40078873584906	(37.789788571017645, -122.40078873584906)
22D-00013	HAIGHT ST	ASHBURY ST	CLAYTON ST	Display	Haight and Ashbury	415-606-9097	Permitted display of RETAIL MERCHANDISE (FLOWERS) in the public right-of-way on ASHBURY ST at 1500 HAIGHT ST between the hours of 11:00 AM and 7:00 PM Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday.	02/01/2022	APPROVED	6619000	94117	02/16/2022	02/15/2023	1500 HAIGHT ST	Refer to Agent	Muhammad Yasir		5998947.48479854	2108705.37768214	37.77004197323562	-122.44699139936833	(37.77004197323562, -122.44699139936833)
22EXC-02762	VALLEJO ST	LEAVENWORTH ST	HYDE ST	Excavation	A. Ruiz Construction Co.	4159302555	WD-2868R 1201 VALLEJO ST	06/02/2022	ACTIVE	13104000	94109	06/06/2022	07/01/2022	1201 VALLEJO ST	415-930-2555	Alejandro DelCalvo		6007754.69653	2118485.12129	37.797394017372184	-122.41722041614727	(37.797394017372184, -122.41722041614727)
22D-00014	SACRAMENTO ST	WALNUT ST	LAUREL ST	Display	Good Byes, Inc.	415-346-6388	To display clothing on racks.	02/01/2022	APPROVED	11266000	94118	01/16/2022	01/15/2023	3483 SACRAMENTO ST	Refer to Agent			5998245.16109	2115147.88288	37.78769126882711	-122.44988508833461	(37.78769126882711, -122.44988508833461)
22EXC-01912	GEARY ST	STOCKTON ST	POWELL ST	Excavation	Mitchell Engineering. Inc.	(415) 589-7312	ONE FIBER SAN FRANCISCO-GEARY STREET DUCT INSTALLATION	04/14/2022	ACTIVE	6109000	94102	05/01/2022	07/31/2022		MICHAEL MUIRURI-415 589 7310	Marc Anthony Bura		6010515.46772	2114812.06966	37.787463632615626	-122.40740830597427	(37.787463632615626, -122.40740830597427)
22EXC-03046	EWING TER	MASONIC AVE	EWING TER	Excavation	Pacific Gas & Electric	415-695-3500	Anza Vista - GPRP - 35095323	06/22/2022	APPROVED	5356000	94118	08/13/2022	11/18/2022		415-695-3500	Jondelle Bretz		5998799.93996	2112371.49942	37.78009977194418	-122.44776571786359	(37.78009977194418, -122.44776571786359)
22EXC-03046	ANZAVISTA AVE	ENCANTO AVE	ARBOL LN	Excavation	Pacific Gas & Electric	415-695-3500	Anza Vista - GPRP - 35095323	06/22/2022	APPROVED	2366000	94115	08/13/2022	11/18/2022		415-695-3500	Jondelle Bretz		5999978.98022	2112150.24022	37.77955956816475	-122.44367099631619	(37.77955956816475, -122.44367099631619)
21EXC-04653	COSO AVE	COLERIDGE ST	MIRABEL AVE	Excavation	Cratus, Inc.	(415)939-2840	8-Inch DIP and 24-Inch ERDIP Water Main Installation On Prospect, Fair And Coso Avenues, And Coleridge Street (WD-2718)	02/14/2022	APPROVED	4451000	94110	02/28/2022	11/24/2023		(800)850-1874	Rich Rozzi		6007148.69479	2099786.38888	37.74601762847605	-122.417991102679	(37.74601762847605, -122.417991102679)
22EXC-02747	45TH AVE	ULLOA ST	VICENTE ST	Excavation	Pacific Gas & Electric	510-332-6331	2551 45TH AVE 	06/01/2022	ACTIVE	2011000	94116	06/14/2022	07/12/2022		415-695-3500	Teresa McNamara		5982418.44702	2097758.18555	37.73902586166554	-122.50335344478066	(37.73902586166554, -122.50335344478066)
22EXC-01237	GOETTINGEN ST	HARKNESS AVE	WILDE AVE	Excavation	LC General Engineering & Construction	(415) 699-5875	SIRP 153 - Brussels	03/07/2022	ACTIVE	6245000	94134	03/08/2022	12/30/2022		(415) 699-5875	Nick Haase		6011453.36122	2089019.12948	37.71669431913046	-122.4023491149886	(37.71669431913046, -122.4023491149886)
21EXC-05736	FOLSOM ST	MAIN ST		Excavation	HP Communications	9516036518	MLITE-SF-UG02	04/29/2022	ACTIVE	24503000	94105	05/02/2022	08/12/2022	1 MARKET ST	951-285-7905	Rich Rozzi		6014209.95363	2117057.65203	37.79383556953984	-122.39478336436477	(37.79383556953984, -122.39478336436477)
22EXC-02760	BRUNSWICK ST	GUTTENBERG ST	LOWELL ST	Excavation	Pacific Gas & Electric	415-695-3500	Lowell St and Brunswick St	06/01/2022	ACTIVE	3257000	94112	06/07/2022	07/05/2022		415-695-3500	Jonjo Diase		5999237.93555	2086899.17556	37.710183938879275	-122.44441936214209	(37.710183938879275, -122.44441936214209)
20TC-02033	GUERRERO ST	22ND ST	ALVARADO ST	TableChair	Fenikkusu Tapas and Omakase	(415) 645-3796	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	12/07/2020	APPROVED	6584101	94110	12/07/2020	06/30/2022	1009 GUERRERO ST	Refer to Agent	Ariel Garcia		6005785.02001	2103059.05148	37.754926763730325	-122.42293907249216	(37.754926763730325, -122.42293907249216)
